Configuracion,Estado,Error,RMSE_entrenamiento_promedio,RMSE_CV_promedio,Desviacion_RMSE_CV,Brecha_CV_entrenamiento,Epocas_promedio,RMSE_por_fold
"{""activacion"":""tanh"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[128,64,32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,20720.270970688645,34862.861323129204,9069.245745652664,14142.590352440558,233.25,"[27192.9486, 38973.5754, 45716.9903, 27567.931]"
"{""activacion"":""tanh"",""batch_norm"":false,""batch_size"":64,""capas_ocultas"":[128,64,32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,18305.511149300222,32939.9156823982,6214.823339620384,14634.404533097975,101.25,"[28574.7466, 36109.8088, 40097.0819, 26978.0254]"
"{""activacion"":""tanh"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,132159.1436893079,162158.3560153701,30944.014875185123,29999.212326062203,432.5,"[158118.0937, 168944.3498, 198245.1567, 123325.8238]"
"{""activacion"":""tanh"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,98766.63166247148,153667.56547323972,18314.139360780835,54900.93381076824,236.25,"[170569.8455, 168159.8337, 140945.3005, 134995.2821]"
"{""activacion"":""tanh"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,52970.79340934286,114547.34485891747,33453.58844361213,61576.5514495746,328.5,"[71767.5292, 104993.8606, 146487.1618, 134940.8278]"
"{""activacion"":""tanh"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[64],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,102471.8121315249,150915.2938556985,11826.305211983148,48443.48172417359,431.5,"[141139.3687, 163987.4477, 157860.84, 140673.519]"
"{""activacion"":""tanh"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[64],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,88949.58672616059,147929.8320389119,13630.980834590902,58980.245312751314,165.5,"[148081.8063, 154866.1599, 159944.4914, 128826.8706]"
"{""activacion"":""tanh"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[64],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,40361.42664158743,106464.9484407184,28185.233518929104,66103.52179913098,387.5,"[104106.289, 94510.6984, 146273.5479, 80969.2585]"
"{""activacion"":""tanh"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[128],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,97923.51046799713,165225.08473063612,12988.700073037395,67301.574262639,323.75,"[146814.6725, 170213.7526, 166826.2949, 177045.6189]"
"{""activacion"":""tanh"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[128],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,65380.43105753367,166498.88287393245,29741.885218838055,101118.45181639878,217.25,"[153291.822, 151190.7881, 150438.0015, 211074.9199]"
"{""activacion"":""tanh"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[128],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,52710.352686180086,91893.65091419924,24292.317145504767,39183.29822801916,489.5,"[126514.1821, 90651.6551, 72638.9425, 77769.824]"
"{""activacion"":""tanh"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[32,16],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,200419.21061776928,199529.01629775768,3823.9024179538123,-890.1943200115929,1.0,"[197840.0551, 205195.6108, 198244.835, 196835.5643]"
"{""activacion"":""tanh"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[32,16],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,75489.23999906519,122254.08654336246,16994.215046648933,46764.84654429727,404.5,"[143572.6186, 128322.8396, 108375.0159, 108745.872]"
"{""activacion"":""tanh"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[32,16],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,63621.77415712043,104375.91067536893,26699.424533780748,40754.136518248495,167.5,"[66928.641, 126478.0504, 120111.934, 103985.0173]"
"{""activacion"":""tanh"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[64,32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,173606.58003141274,184731.657181902,30677.88956161008,11125.077150489262,149.25,"[197840.1972, 205195.1079, 139055.5873, 196835.7363]"
"{""activacion"":""tanh"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[64,32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,80204.1871460811,146005.96608776462,8322.279711271036,65801.77894168353,206.25,"[155892.3209, 149123.3727, 142312.4548, 136695.716]"
"{""activacion"":""tanh"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[64,32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,53978.299085287865,109000.01087321676,21274.262968600455,55021.71178792889,243.0,"[91678.8118, 91825.2084, 117088.3732, 135407.6501]"
"{""activacion"":""tanh"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,77355.84844336419,157663.30000069767,12921.880603688554,80307.45155733348,469.75,"[165442.0734, 159629.5345, 166738.3229, 138843.2692]"
"{""activacion"":""tanh"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,78983.44545266946,152906.76918367494,17854.88616531665,73923.32373100548,181.5,"[142990.6397, 158670.6322, 175184.6162, 134781.1887]"
"{""activacion"":""tanh"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[128,64],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,48020.79881724732,111135.80677173426,11424.422339114213,63115.007954486944,269.75,"[95862.3448, 123013.6594, 110443.5097, 115223.7131]"
"{""activacion"":""tanh"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[32,16,8],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,200418.88712963834,199528.85658345715,3823.960760015482,-890.030546181195,1.0,"[197839.6329, 205195.4583, 198245.2942, 196835.0409]"
"{""activacion"":""tanh"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[32,16,8],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,122625.7669894292,147521.05025496637,20091.45055913687,24895.28326553716,500.25,"[162509.3739, 125854.6381, 166586.1471, 135134.0418]"
"{""activacion"":""tanh"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[32,16,8],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,92407.29560085754,141770.63248628966,17252.056089658443,49363.336885432116,282.5,"[121237.2654, 134089.0111, 153210.6316, 158545.6218]"
"{""activacion"":""tanh"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[64,32,16],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,200419.37632760633,199529.207836346,3823.641589240144,-890.1684912603232,1.0,"[197840.3117, 205195.3584, 198245.4909, 196835.6704]"
"{""activacion"":""tanh"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[64,32,16],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,122901.1379868986,155487.18486043857,20744.88195420494,32586.046873539977,316.75,"[182208.3603, 145549.1598, 160084.6003, 134106.6191]"
"{""activacion"":""tanh"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[64,32,16],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,68147.73627485038,113873.97059473621,29669.38417638975,45726.23431988583,249.25,"[106375.7864, 75969.5885, 144228.8675, 128921.64]"
"{""activacion"":""tanh"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[128,64,32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,118544.69070313501,163053.99466734042,24679.907897511202,44509.30396420541,478.75,"[151777.8663, 160471.5039, 198244.9617, 141721.6467]"
"{""activacion"":""tanh"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[128,64,32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.0003,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,67266.16558256224,144606.10238639876,15326.80547174096,77339.93680383652,372.0,"[148233.5236, 154011.5163, 154186.0432, 121993.3264]"
"{""activacion"":""tanh"",""batch_norm"":true,""batch_size"":64,""capas_ocultas"":[128,64,32],""dropout"":0.0,""inicializacion"":""acorde_activacion"",""learning_rate"":0.001,""pendiente_leaky"":0.01,""weight_decay"":0.001}",ok,,44456.05380118314,100688.71828297139,8126.668766917521,56232.66448178825,344.25,"[98492.8477, 104403.0158, 109372.9569, 90486.0528]"
